Fri Oct 12 00:25:52 EDT 2018
processing ./loginutils/passwd.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/535.config/loginutils/passwd.c.cli
Checking sysklogd/logread.c: ENABLE_IOCTL_HEX2STR_ERROR...
Checking sysklogd/logread.c: ENABLE_LFS...
Checking sysklogd/logread.c: ENABLE_LOCALE_SUPPORT...
Checking sysklogd/logread.c: ENABLE_LONG_OPTS...
Checking sysklogd/logread.c: ENABLE_ROUTE...
Checking sysklogd/logread.c: ENABLE_SELINUX...
Checking sysklogd/logread.c: ENABLE_USE_BB_PWD_GRP...
Checking sysklogd/logread.c: HAVE_MNTENT_H...
Checking sysklogd/logread.c: HAVE_PRINTF_PERCENTM...
Checking sysklogd/logread.c: HAVE_SYS_STATFS_H...
Checking sysklogd/logread.c: HAVE_UNLOCKED_LINE_OPS...
Checking sysklogd/logread.c: HAVE_UNLOCKED_STDIO...
Checking sysklogd/logread.c: TASK_COMM_LEN...
Checking sysklogd/logread.c: UINT_MAX=0xffffffff...
Checking sysklogd/logread.c: UNUSED_FOR_NOW...
Checking sysklogd/logread.c: WANT_PIDFILE...
Checking sysklogd/logread.c: _BYTE_ORDER...
Checking sysklogd/logread.c: _NEWLIB_VERSION;__BIONIC__;__GLIBC__;__UCLIBC__;__dietlibc__...
Checking sysklogd/logread.c: _SC_ARG_MAX...
Checking sysklogd/logread.c: __386__...
Checking sysklogd/logread.c: __APPLE__...
Checking sysklogd/logread.c: __APPLE__;__FreeBSD__;__NetBSD__;__OpenBSD__...
Checking sysklogd/logread.c: __APPLE__;__NetBSD__;__OpenBSD__;__digital__;__unix__...
Checking sysklogd/logread.c: __BYTE_ORDER...
Checking sysklogd/logread.c: __CYGWIN__...
Checking sysklogd/logread.c: __FreeBSD__...
Checking sysklogd/logread.c: __FreeBSD__;__OpenBSD__...
Checking sysklogd/logread.c: __FreeBSD_kernel__...
Checking sysklogd/logread.c: __GLIBC__...
Checking sysklogd/logread.c: __GNUC_MINOR__;__GNUC__...
Checking sysklogd/logread.c: __GNU__...
Checking sysklogd/logread.c: __NetBSD__...
Checking sysklogd/logread.c: __STDC_VERSION__...
Checking sysklogd/logread.c: __UCLIBC__...
Checking sysklogd/logread.c: __WATCOMC__...
Checking sysklogd/logread.c: __cris__;__mips__;__x86_64__;i386...
Checking sysklogd/logread.c: __dietlibc__...
Checking sysklogd/logread.c: __digital__;__unix__...
Checking sysklogd/logread.c: __linux__...
Checking sysklogd/logread.c: __powerpc__;__x86_64__;i386...
Checking sysklogd/logread.c: i386...
processing ./sysklogd/klogd.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/368.config/sysklogd/klogd.c.cli
Checking sysklogd/klogd.c ...
Checking sysklogd/klogd.c: AF_NETLINK...
Checking sysklogd/klogd.c: AF_PACKET...
Checking sysklogd/klogd.c: ANDROID;__ANDROID__...
Checking sysklogd/klogd.c: ARG_MAX...
Checking sysklogd/klogd.c: BB_MMU...
Checking sysklogd/klogd.c: BYTE_ORDER...
Checking sysklogd/klogd.c: CONFIG_FEATURE_EDITING_HISTORY;ENABLE_FEATURE_EDITING...
Checking sysklogd/klogd.c: DMALLOC...
Checking sysklogd/klogd.c: ENABLE_DESKTOP...
Checking sysklogd/klogd.c: ENABLE_FEATURE_BUFFERS_GO_IN_BSS...
Checking sysklogd/klogd.c: ENABLE_FEATURE_BUFFERS_GO_ON_STACK...
Checking sysklogd/klogd.c: ENABLE_FEATURE_CHECK_NAMES...
Checking sysklogd/klogd.c: ENABLE_FEATURE_DEVFS...
Checking sysklogd/klogd.c: ENABLE_FEATURE_EDITING...
Checking sysklogd/klogd.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVEHISTORY...
Checking sysklogd/klogd.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVE_ON_EXIT...
Checking sysklogd/klogd.c: ENABLE_FEATURE_HWIB...
Checking sysklogd/klogd.c: ENABLE_FEATURE_INDIVIDUAL...
Checking sysklogd/klogd.c: ENABLE_FEATURE_IPV6...
Checking sysklogd/klogd.c: ENABLE_FEATURE_KLOGD_KLOGCTL...
Checking sysklogd/klogd.c: ENABLE_FEATURE_PREFER_APPLETS...
Checking sysklogd/klogd.c: ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS...
Checking sysklogd/klogd.c: ENABLE_FEATURE_SHADOWPASSWDS...
Checking sysklogd/klogd.c: ENABLE_FEATURE_SHADOWPASSWDS;ENABLE_USE_BB_SHADOW...
Checking sysklogd/klogd.c: ENABLE_FEATURE_TOPMEM...
Checking sysklogd/klogd.c: ENABLE_FEATURE_TOP_SMP_PROCESS...
Checking sysklogd/klogd.c: ENABLE_FEATURE_UTMP...
Checking sysklogd/klogd.c: ENABLE_FEATURE_UTMP;_PATH_UTMP...
Checking sysklogd/klogd.c: ENABLE_FEATURE_UTMP;__UCLIBC_HAS_UTMPX__;__UCLIBC__...
Checking sysklogd/klogd.c: ENABLE_FEATURE_UTMP;__UCLIBC__...
Checking sysklogd/klogd.c: ENABLE_IOCTL_HEX2STR_ERROR...
Checking sysklogd/klogd.c: ENABLE_LFS...
Checking sysklogd/klogd.c: ENABLE_LOCALE_SUPPORT...
Checking sysklogd/klogd.c: ENABLE_LONG_OPTS...
Checking sysklogd/klogd.c: ENABLE_ROUTE...
Checking sysklogd/klogd.c: ENABLE_SELINUX...
Checking sysklogd/klogd.c: ENABLE_USE_BB_PWD_GRP...
Checking sysklogd/klogd.c: HAVE_MNTENT_H...
Checking sysklogd/klogd.c: HAVE_PRINTF_PERCENTM...
Checking sysklogd/klogd.c: HAVE_SYS_STATFS_H...
Checking sysklogd/klogd.c: HAVE_UNLOCKED_LINE_OPS...
Checking sysklogd/klogd.c: HAVE_UNLOCKED_STDIO...
Checking sysklogd/klogd.c: TASK_COMM_LEN...
Checking sysklogd/klogd.c: UINT_MAX=0xffffffff...
Checking sysklogd/klogd.c: UNUSED_FOR_NOW...
Checking sysklogd/klogd.c: WANT_PIDFILE...
Checking sysklogd/klogd.c: _BYTE_ORDER...
Checking sysklogd/klogd.c: _NEWLIB_VERSION;__BIONIC__;__GLIBC__;__UCLIBC__;__dietlibc__...
Checking sysklogd/klogd.c: _SC_ARG_MAX...
Checking sysklogd/klogd.c: __386__...
Checking sysklogd/klogd.c: __APPLE__...
Checking sysklogd/klogd.c: __APPLE__;__FreeBSD__;__NetBSD__;__OpenBSD__...
Checking sysklogd/klogd.c: __APPLE__;__NetBSD__;__OpenBSD__;__digital__;__unix__...
Checking sysklogd/klogd.c: __BYTE_ORDER...
Checking sysklogd/klogd.c: __CYGWIN__...
Checking sysklogd/klogd.c: __FreeBSD__...
Checking sysklogd/klogd.c: __FreeBSD__;__OpenBSD__...
Checking sysklogd/klogd.c: __FreeBSD_kernel__...
Checking sysklogd/klogd.c: __GLIBC__...
Checking sysklogd/klogd.c: __GNUC_MINOR__;__GNUC__...
Checking sysklogd/klogd.c: __GNU__...
Checking sysklogd/klogd.c: __NetBSD__...
Checking sysklogd/klogd.c: __STDC_VERSION__...
Checking sysklogd/klogd.c: __UCLIBC__...
Checking sysklogd/klogd.c: __WATCOMC__...
Checking sysklogd/klogd.c: __cris__;__mips__;__x86_64__;i386...
Checking sysklogd/klogd.c: __dietlibc__...
Checking sysklogd/klogd.c: __digital__;__unix__...
Checking sysklogd/klogd.c: __linux__...
Checking sysklogd/klogd.c: __powerpc__;__x86_64__;i386...
Checking sysklogd/klogd.c: i386...
processing ./editors/ed.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/523.config/editors/ed.c.cli
Checking editors/ed.c ...
Checking editors/ed.c: AF_NETLINK...
Checking editors/ed.c: AF_PACKET...
Checking editors/ed.c: ANDROID;__ANDROID__...
Checking editors/ed.c: ARG_MAX...
Checking editors/ed.c: BB_MMU...
Checking editors/ed.c: BYTE_ORDER...
Checking editors/ed.c: CONFIG_FEATURE_EDITING_HISTORY;ENABLE_FEATURE_EDITING...
Checking editors/ed.c: DMALLOC...
Checking editors/ed.c: ENABLE_DESKTOP...
Checking editors/ed.c: ENABLE_FEATURE_BUFFERS_GO_IN_BSS...
Checking editors/ed.c: ENABLE_FEATURE_BUFFERS_GO_ON_STACK...
Checking editors/ed.c: ENABLE_FEATURE_CHECK_NAMES...
Checking editors/ed.c: ENABLE_FEATURE_DEVFS...
Checking editors/ed.c: ENABLE_FEATURE_EDITING...
Checking editors/ed.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVEHISTORY...
Checking editors/ed.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVE_ON_EXIT...
Checking editors/ed.c: ENABLE_FEATURE_HWIB...
Checking editors/ed.c: ENABLE_FEATURE_INDIVIDUAL...
Checking editors/ed.c: ENABLE_FEATURE_IPV6...
Checking editors/ed.c: ENABLE_FEATURE_PREFER_APPLETS...
Checking editors/ed.c: ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS...
Checking editors/ed.c: ENABLE_FEATURE_SHADOWPASSWDS...
Checking editors/ed.c: ENABLE_FEATURE_SHADOWPASSWDS;ENABLE_USE_BB_SHADOW...
Checking editors/ed.c: ENABLE_FEATURE_TOPMEM...
Checking editors/ed.c: ENABLE_FEATURE_TOP_SMP_PROCESS...
Checking editors/ed.c: ENABLE_FEATURE_UTMP...
Checking editors/ed.c: ENABLE_FEATURE_UTMP;_PATH_UTMP...
Checking editors/ed.c: ENABLE_FEATURE_UTMP;__UCLIBC_HAS_UTMPX__;__UCLIBC__...
Checking editors/ed.c: ENABLE_FEATURE_UTMP;__UCLIBC__...
Checking editors/ed.c: ENABLE_IOCTL_HEX2STR_ERROR...
Checking editors/ed.c: ENABLE_LFS...
Checking editors/ed.c: ENABLE_LOCALE_SUPPORT...
Checking editors/ed.c: ENABLE_LONG_OPTS...
Checking editors/ed.c: ENABLE_ROUTE...
Checking editors/ed.c: ENABLE_SELINUX...
Checking editors/ed.c: ENABLE_USE_BB_PWD_GRP...
Checking editors/ed.c: HAVE_MNTENT_H...
Checking editors/ed.c: HAVE_PRINTF_PERCENTM...
Checking editors/ed.c: HAVE_SYS_STATFS_H...
Checking editors/ed.c: HAVE_UNLOCKED_LINE_OPS...
Checking editors/ed.c: HAVE_UNLOCKED_STDIO...
Checking editors/ed.c: TASK_COMM_LEN...
Checking editors/ed.c: UINT_MAX=0xffffffff...
Checking editors/ed.c: UNUSED_FOR_NOW...
Checking editors/ed.c: WANT_PIDFILE...
Checking editors/ed.c: _BYTE_ORDER...
Checking editors/ed.c: _NEWLIB_VERSION;__BIONIC__;__GLIBC__;__UCLIBC__;__dietlibc__...
Checking editors/ed.c: _SC_ARG_MAX...
Checking editors/ed.c: __386__...
Checking editors/ed.c: __APPLE__...
Checking editors/ed.c: __APPLE__;__FreeBSD__;__NetBSD__;__OpenBSD__...
Checking editors/ed.c: __APPLE__;__NetBSD__;__OpenBSD__;__digital__;__unix__...
Checking editors/ed.c: __BYTE_ORDER...
Checking editors/ed.c: __CYGWIN__...
Checking editors/ed.c: __FreeBSD__...
Checking editors/ed.c: __FreeBSD__;__OpenBSD__...
Checking editors/ed.c: __FreeBSD_kernel__...
Checking editors/ed.c: __GLIBC__...
Checking editors/ed.c: __GNUC_MINOR__;__GNUC__...
Checking editors/ed.c: __GNU__...
Checking editors/ed.c: __NetBSD__...
Checking editors/ed.c: __STDC_VERSION__...
Checking editors/ed.c: __UCLIBC__...
Checking editors/ed.c: __WATCOMC__...
Checking editors/ed.c: __cris__;__mips__;__x86_64__;i386...
Checking editors/ed.c: __dietlibc__...
Checking editors/ed.c: __digital__;__unix__...
Checking editors/ed.c: __linux__...
Checking editors/ed.c: __powerpc__;__x86_64__;i386...
Checking editors/ed.c: i386...
processing ./editors/patch_toybox.c
cli_file
Checking editors/patch_toybox.c ...
processing ./editors/sed.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/9.config/editors/sed.c.cli
Checking editors/sed.c ...
Checking editors/sed.c: AF_NETLINK...
Checking editors/sed.c: AF_PACKET...
Checking editors/sed.c: ANDROID;__ANDROID__...
Checking editors/sed.c: ARG_MAX...
Checking editors/sed.c: BB_MMU...
Checking editors/sed.c: BYTE_ORDER...
Checking editors/sed.c: CONFIG_FEATURE_EDITING_HISTORY;ENABLE_FEATURE_EDITING...
Checking editors/sed.c: DMALLOC...
Checking editors/sed.c: ENABLE_DESKTOP...
Checking editors/sed.c: ENABLE_FEATURE_BUFFERS_GO_IN_BSS...
Checking editors/sed.c: ENABLE_FEATURE_BUFFERS_GO_ON_STACK...
Checking editors/sed.c: ENABLE_FEATURE_CHECK_NAMES...
Checking editors/sed.c: ENABLE_FEATURE_CLEAN_UP...
Checking editors/sed.c: ENABLE_FEATURE_DEVFS...
Checking editors/sed.c: ENABLE_FEATURE_EDITING...
Checking editors/sed.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVEHISTORY...
Checking editors/sed.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVE_ON_EXIT...
Checking editors/sed.c: ENABLE_FEATURE_HWIB...
Checking editors/sed.c: ENABLE_FEATURE_INDIVIDUAL...
Checking editors/sed.c: ENABLE_FEATURE_IPV6...
Checking editors/sed.c: ENABLE_FEATURE_PREFER_APPLETS...
Checking editors/sed.c: ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS...
Checking editors/sed.c: ENABLE_FEATURE_SHADOWPASSWDS...
Checking editors/sed.c: ENABLE_FEATURE_SHADOWPASSWDS;ENABLE_USE_BB_SHADOW...
Checking editors/sed.c: ENABLE_FEATURE_TOPMEM...
Checking editors/sed.c: ENABLE_FEATURE_TOP_SMP_PROCESS...
Checking editors/sed.c: ENABLE_FEATURE_UTMP...
Checking editors/sed.c: ENABLE_FEATURE_UTMP;_PATH_UTMP...
Checking editors/sed.c: ENABLE_FEATURE_UTMP;__UCLIBC_HAS_UTMPX__;__UCLIBC__...
Checking editors/sed.c: ENABLE_FEATURE_UTMP;__UCLIBC__...
Checking editors/sed.c: ENABLE_IOCTL_HEX2STR_ERROR...
Checking editors/sed.c: ENABLE_LFS...
Checking editors/sed.c: ENABLE_LOCALE_SUPPORT...
Checking editors/sed.c: ENABLE_LONG_OPTS...
Checking editors/sed.c: ENABLE_ROUTE...
Checking editors/sed.c: ENABLE_SELINUX...
Checking editors/sed.c: ENABLE_USE_BB_PWD_GRP...
Checking editors/sed.c: HAVE_MNTENT_H...
Checking editors/sed.c: HAVE_PRINTF_PERCENTM...
Checking editors/sed.c: HAVE_SYS_STATFS_H...
Checking editors/sed.c: HAVE_UNLOCKED_LINE_OPS...
Checking editors/sed.c: HAVE_UNLOCKED_STDIO...
Checking editors/sed.c: TASK_COMM_LEN...
Checking editors/sed.c: UINT_MAX=0xffffffff...
Checking editors/sed.c: UNUSED_FOR_NOW...
Checking editors/sed.c: WANT_PIDFILE...
Checking editors/sed.c: _BYTE_ORDER...
Checking editors/sed.c: _NEWLIB_VERSION;__BIONIC__;__GLIBC__;__UCLIBC__;__dietlibc__...
Checking editors/sed.c: _SC_ARG_MAX...
Checking editors/sed.c: __386__...
Checking editors/sed.c: __APPLE__...
Checking editors/sed.c: __APPLE__;__FreeBSD__;__NetBSD__;__OpenBSD__...
Checking editors/sed.c: __APPLE__;__NetBSD__;__OpenBSD__;__digital__;__unix__...
Checking editors/sed.c: __BYTE_ORDER...
Checking editors/sed.c: __CYGWIN__...
Checking editors/sed.c: __FreeBSD__...
Checking editors/sed.c: __FreeBSD__;__OpenBSD__...
Checking editors/sed.c: __FreeBSD_kernel__...
Checking editors/sed.c: __GLIBC__...
Checking editors/sed.c: __GNUC_MINOR__;__GNUC__...
Checking editors/sed.c: __GNU__...
Checking editors/sed.c: __NetBSD__...
Checking editors/sed.c: __STDC_VERSION__...
Checking editors/sed.c: __UCLIBC__...
Checking editors/sed.c: __WATCOMC__...
Checking editors/sed.c: __cris__;__mips__;__x86_64__;i386...
Checking editors/sed.c: __dietlibc__...
Checking editors/sed.c: __digital__;__unix__...
Checking editors/sed.c: __linux__...
Checking editors/sed.c: __powerpc__;__x86_64__;i386...
Checking editors/sed.c: i386...
processing ./editors/cmp.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/535.config/editors/cmp.c.cli
Checking editors/cmp.c ...
Checking editors/cmp.c: AF_NETLINK...
Checking editors/cmp.c: AF_PACKET...
Checking editors/cmp.c: ANDROID;__ANDROID__...
Checking editors/cmp.c: ARG_MAX...
Checking editors/cmp.c: BB_MMU...
Checking editors/cmp.c: BYTE_ORDER...
Checking editors/cmp.c: CONFIG_FEATURE_EDITING_HISTORY;ENABLE_FEATURE_EDITING...
Checking editors/cmp.c: DMALLOC...
Checking editors/cmp.c: ENABLE_DESKTOP...
Checking editors/cmp.c: ENABLE_FEATURE_BUFFERS_GO_IN_BSS...
Checking editors/cmp.c: ENABLE_FEATURE_BUFFERS_GO_ON_STACK...
Checking editors/cmp.c: ENABLE_FEATURE_CHECK_NAMES...
Checking editors/cmp.c: ENABLE_FEATURE_DEVFS...
Checking editors/cmp.c: ENABLE_FEATURE_EDITING...
Checking editors/cmp.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVEHISTORY...
Checking editors/cmp.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVE_ON_EXIT...
Checking editors/cmp.c: ENABLE_FEATURE_HWIB...
Checking editors/cmp.c: ENABLE_FEATURE_INDIVIDUAL...
Checking editors/cmp.c: ENABLE_FEATURE_IPV6...
Checking editors/cmp.c: ENABLE_FEATURE_PREFER_APPLETS...
Checking editors/cmp.c: ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS...
Checking editors/cmp.c: ENABLE_FEATURE_SHADOWPASSWDS...
Checking editors/cmp.c: ENABLE_FEATURE_SHADOWPASSWDS;ENABLE_USE_BB_SHADOW...
Checking editors/cmp.c: ENABLE_FEATURE_TOPMEM...
Checking editors/cmp.c: ENABLE_FEATURE_TOP_SMP_PROCESS...
Checking editors/cmp.c: ENABLE_FEATURE_UTMP...
Checking editors/cmp.c: ENABLE_FEATURE_UTMP;_PATH_UTMP...
Checking editors/cmp.c: ENABLE_FEATURE_UTMP;__UCLIBC_HAS_UTMPX__;__UCLIBC__...
Checking editors/cmp.c: ENABLE_FEATURE_UTMP;__UCLIBC__...
Checking editors/cmp.c: ENABLE_IOCTL_HEX2STR_ERROR...
Checking editors/cmp.c: ENABLE_LFS...
Checking editors/cmp.c: ENABLE_LOCALE_SUPPORT...
Checking editors/cmp.c: ENABLE_LONG_OPTS...
Checking editors/cmp.c: ENABLE_ROUTE...
Checking editors/cmp.c: ENABLE_SELINUX...
Checking editors/cmp.c: ENABLE_USE_BB_PWD_GRP...
Checking editors/cmp.c: HAVE_MNTENT_H...
Checking editors/cmp.c: HAVE_PRINTF_PERCENTM...
Checking editors/cmp.c: HAVE_SYS_STATFS_H...
Checking editors/cmp.c: HAVE_UNLOCKED_LINE_OPS...
Checking editors/cmp.c: HAVE_UNLOCKED_STDIO...
Checking editors/cmp.c: TASK_COMM_LEN...
Checking editors/cmp.c: UINT_MAX=0xffffffff...
Checking editors/cmp.c: UNUSED_FOR_NOW...
Checking editors/cmp.c: WANT_PIDFILE...
Checking editors/cmp.c: _BYTE_ORDER...
Checking editors/cmp.c: _NEWLIB_VERSION;__BIONIC__;__GLIBC__;__UCLIBC__;__dietlibc__...
Checking editors/cmp.c: _SC_ARG_MAX...
Checking editors/cmp.c: __386__...
Checking editors/cmp.c: __APPLE__...
Checking editors/cmp.c: __APPLE__;__FreeBSD__;__NetBSD__;__OpenBSD__...
Checking editors/cmp.c: __APPLE__;__NetBSD__;__OpenBSD__;__digital__;__unix__...
Checking editors/cmp.c: __BYTE_ORDER...
Checking editors/cmp.c: __CYGWIN__...
Checking editors/cmp.c: __FreeBSD__...
Checking editors/cmp.c: __FreeBSD__;__OpenBSD__...
Checking editors/cmp.c: __FreeBSD_kernel__...
Checking editors/cmp.c: __GLIBC__...
Checking editors/cmp.c: __GNUC_MINOR__;__GNUC__...
Checking editors/cmp.c: __GNU__...
Checking editors/cmp.c: __NetBSD__...
Checking editors/cmp.c: __STDC_VERSION__...
Checking editors/cmp.c: __UCLIBC__...
Checking editors/cmp.c: __WATCOMC__...
Checking editors/cmp.c: __cris__;__mips__;__x86_64__;i386...
Checking editors/cmp.c: __dietlibc__...
Checking editors/cmp.c: __digital__;__unix__...
Checking editors/cmp.c: __linux__...
Checking editors/cmp.c: __powerpc__;__x86_64__;i386...
Checking editors/cmp.c: i386...
processing ./editors/diff.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/9.config/editors/diff.c.cli
Checking editors/diff.c ...
Checking editors/diff.c: AF_NETLINK...
Checking editors/diff.c: AF_PACKET...
Checking editors/diff.c: ANDROID;__ANDROID__...
Checking editors/diff.c: ARG_MAX...
Checking editors/diff.c: BB_MMU...
Checking editors/diff.c: BYTE_ORDER...
Checking editors/diff.c: CONFIG_FEATURE_EDITING_HISTORY;ENABLE_FEATURE_EDITING...
Checking editors/diff.c: DMALLOC...
Checking editors/diff.c: ENABLE_DESKTOP...
Checking editors/diff.c: ENABLE_FEATURE_BUFFERS_GO_IN_BSS...
Checking editors/diff.c: ENABLE_FEATURE_BUFFERS_GO_ON_STACK...
Checking editors/diff.c: ENABLE_FEATURE_CHECK_NAMES...
Checking editors/diff.c: ENABLE_FEATURE_DEVFS...
Checking editors/diff.c: ENABLE_FEATURE_DIFF_DIR...
Checking editors/diff.c: ENABLE_FEATURE_DIFF_LONG_OPTIONS...
Checking editors/diff.c: ENABLE_FEATURE_EDITING...
Checking editors/diff.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVEHISTORY...
Checking editors/diff.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVE_ON_EXIT...
Checking editors/diff.c: ENABLE_FEATURE_HWIB...
Checking editors/diff.c: ENABLE_FEATURE_INDIVIDUAL...
Checking editors/diff.c: ENABLE_FEATURE_IPV6...
Checking editors/diff.c: ENABLE_FEATURE_PREFER_APPLETS...
Checking editors/diff.c: ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS...
Checking editors/diff.c: ENABLE_FEATURE_SHADOWPASSWDS...
Checking editors/diff.c: ENABLE_FEATURE_SHADOWPASSWDS;ENABLE_USE_BB_SHADOW...
Checking editors/diff.c: ENABLE_FEATURE_TOPMEM...
Checking editors/diff.c: ENABLE_FEATURE_TOP_SMP_PROCESS...
Checking editors/diff.c: ENABLE_FEATURE_UTMP...
Checking editors/diff.c: ENABLE_FEATURE_UTMP;_PATH_UTMP...
Checking editors/diff.c: ENABLE_FEATURE_UTMP;__UCLIBC_HAS_UTMPX__;__UCLIBC__...
Checking editors/diff.c: ENABLE_FEATURE_UTMP;__UCLIBC__...
Checking editors/diff.c: ENABLE_IOCTL_HEX2STR_ERROR...
Checking editors/diff.c: ENABLE_LFS...
Checking editors/diff.c: ENABLE_LOCALE_SUPPORT...
Checking editors/diff.c: ENABLE_LONG_OPTS...
Checking editors/diff.c: ENABLE_ROUTE...
Checking editors/diff.c: ENABLE_SELINUX...
Checking editors/diff.c: ENABLE_USE_BB_PWD_GRP...
Checking editors/diff.c: HAVE_MNTENT_H...
Checking editors/diff.c: HAVE_PRINTF_PERCENTM...
Checking editors/diff.c: HAVE_SYS_STATFS_H...
Checking editors/diff.c: HAVE_UNLOCKED_LINE_OPS...
Checking editors/diff.c: HAVE_UNLOCKED_STDIO...
Checking editors/diff.c: TASK_COMM_LEN...
Checking editors/diff.c: UINT_MAX=0xffffffff...
Checking editors/diff.c: UNUSED_FOR_NOW...
Checking editors/diff.c: WANT_PIDFILE...
Checking editors/diff.c: _BYTE_ORDER...
Checking editors/diff.c: _NEWLIB_VERSION;__BIONIC__;__GLIBC__;__UCLIBC__;__dietlibc__...
Checking editors/diff.c: _SC_ARG_MAX...
Checking editors/diff.c: __386__...
Checking editors/diff.c: __APPLE__...
Checking editors/diff.c: __APPLE__;__FreeBSD__;__NetBSD__;__OpenBSD__...
Checking editors/diff.c: __APPLE__;__NetBSD__;__OpenBSD__;__digital__;__unix__...
Checking editors/diff.c: __BYTE_ORDER...
Checking editors/diff.c: __CYGWIN__...
Checking editors/diff.c: __FreeBSD__...
Checking editors/diff.c: __FreeBSD__;__OpenBSD__...
Checking editors/diff.c: __FreeBSD_kernel__...
Checking editors/diff.c: __GLIBC__...
Checking editors/diff.c: __GNUC_MINOR__;__GNUC__...
Checking editors/diff.c: __GNU__...
Checking editors/diff.c: __NetBSD__...
Checking editors/diff.c: __STDC_VERSION__...
Checking editors/diff.c: __UCLIBC__...
Checking editors/diff.c: __WATCOMC__...
Checking editors/diff.c: __cris__;__mips__;__x86_64__;i386...
Checking editors/diff.c: __dietlibc__...
Checking editors/diff.c: __digital__;__unix__...
Checking editors/diff.c: __linux__...
Checking editors/diff.c: __powerpc__;__x86_64__;i386...
Checking editors/diff.c: i386...
processing ./editors/vi.c
cli_file /mnt/scratch/paul/varbugs/output/busybox_1_28_0/368.config/editors/vi.c.cli
Checking editors/vi.c ...
Checking editors/vi.c: AF_NETLINK...
Checking editors/vi.c: AF_PACKET...
Checking editors/vi.c: ANDROID;__ANDROID__...
Checking editors/vi.c: ARG_MAX...
Checking editors/vi.c: BB_MMU...
Checking editors/vi.c: BYTE_ORDER...
Checking editors/vi.c: CONFIG_FEATURE_EDITING_HISTORY;ENABLE_FEATURE_EDITING...
Checking editors/vi.c: DMALLOC...
Checking editors/vi.c: ENABLE_DESKTOP...
Checking editors/vi.c: ENABLE_FEATURE_ALLOW_EXEC...
Checking editors/vi.c: ENABLE_FEATURE_BUFFERS_GO_IN_BSS...
Checking editors/vi.c: ENABLE_FEATURE_BUFFERS_GO_ON_STACK...
Checking editors/vi.c: ENABLE_FEATURE_CHECK_NAMES...
Checking editors/vi.c: ENABLE_FEATURE_DEVFS...
Checking editors/vi.c: ENABLE_FEATURE_EDITING...
Checking editors/vi.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVEHISTORY...
Checking editors/vi.c: ENABLE_FEATURE_EDITING;ENABLE_FEATURE_EDITING_SAVE_ON_EXIT...
Checking editors/vi.c: ENABLE_FEATURE_HWIB...
Checking editors/vi.c: ENABLE_FEATURE_INDIVIDUAL...
Checking editors/vi.c: ENABLE_FEATURE_IPV6...
Checking editors/vi.c: ENABLE_FEATURE_PREFER_APPLETS...
Checking editors/vi.c: ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS...
Checking editors/vi.c: ENABLE_FEATURE_SHADOWPASSWDS...
Checking editors/vi.c: ENABLE_FEATURE_SHADOWPASSWDS;ENABLE_USE_BB_SHADOW...
Checking editors/vi.c: ENABLE_FEATURE_TOPMEM...
Checking editors/vi.c: ENABLE_FEATURE_TOP_SMP_PROCESS...
Checking editors/vi.c: ENABLE_FEATURE_UTMP...
Checking editors/vi.c: ENABLE_FEATURE_UTMP;_PATH_UTMP...
